"id","round_number","participant_id","theme_selection","article","mid_questionnaire","timestamp"
133,3,21,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 12:52:44.624162"
134,3,17,NA,"{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 12:53:26.167155"
135,1,29,"{""selected_article_id"": 43, ""selected_article_title"": ""Arlington Cemetery wreath laying begins Army 250th birthday"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 12:54:31.665174"
136,2,25,NA,"{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-24 12:54:43.147961"
137,1,30,"{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_category"": ""entertainment"", ""condition"": ""nolabel""}","{""selected_article_id"": 56, ""selected_article_title"": ""Beating back boredom this summer for both parents and kids"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""3"", ""trust_image"": ""5""}","2025-06-24 12:56:32.370990"
138,3,25,NA,"{""selected_article_id"": 0, ""selected_article_title"": ""Peak absurdity on campaign finance reform heads to the Supreme Court"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 12:55:13.201096"
139,2,26,NA,"{""selected_article_id"": 36, ""selected_article_title"": ""Finland backs space tech ICEYE firm with R&D funding"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""4""}","2025-06-24 12:55:46.810837"
140,2,29,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-24 12:55:48.308754"
141,3,22,NA,"{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""2"", ""trust_image"": ""2""}","2025-06-24 12:55:48.563457"
143,3,29,NA,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic"", ""Other: environment""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 12:56:48.464404"
144,1,32,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_category"": ""politics"", ""condition"": ""c2pa""}","{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 12:59:38.509448"
145,1,31,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""2""}","2025-06-24 12:59:39.716821"
146,3,26,NA,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 12:57:49.153308"
147,2,30,NA,"{""selected_article_id"": 63, ""selected_article_title"": ""US consumers more pessimistic on tariff costs, TransUnion says"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 12:58:28.437201"
148,2,28,NA,"{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 12:58:15.186270"
149,1,33,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 12:59:53.482221"
150,3,30,NA,"{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Other: It was the least uninteresting""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:00:12.735131"
151,3,28,NA,"{""selected_article_id"": 65, ""selected_article_title"": ""A Messy Business Divorce Plays Out on the Beaches of Cannes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-24 13:00:28.132084"
152,2,32,NA,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:00:31.098332"
153,2,31,NA,"{""selected_article_id"": 14, ""selected_article_title"": ""Hempstead Democrat proposes reform bill to end Republicans' \""dirty little tradition\"" of appointing town supervisors"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:00:30.952637"
154,2,33,NA,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:00:35.870984"
155,3,31,NA,"{""selected_article_id"": 2, ""selected_article_title"": ""As the Army celebrates its 250th birthday, officials say the military's apolitical nature is at risk"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 13:00:50.370773"
156,3,32,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:00:59.838330"
157,1,34,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:04:45.312885"
158,1,35,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:06:26.534636"
159,3,33,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:01:15.332277"
161,1,38,"{""selected_article_id"": 22, ""selected_article_title"": ""Louisiana is poised to hike its sports betting tax to help colleges pay their athletes"", ""selected_article_category"": ""sports"", ""condition"": ""no_color""}","{""selected_article_id"": 20, ""selected_article_title"": ""Australia's Super Netball goes global in deal with Whoopi Goldberg's AWSN"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:05:03.872847"
162,1,40,"{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_category"": ""entertainment"", ""condition"": ""nolabel""}","{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""3"", ""trust_image"": ""1""}","2025-06-24 13:05:07.480588"
163,1,39,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_category"": ""politics"", ""condition"": ""c2pa""}","{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:10:31.495864"
164,1,37,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-24 13:08:46.340776"
165,2,40,NA,"{""selected_article_id"": 66, ""selected_article_title"": ""Juneteenth Festival happening this weekend in Beverly, Morgan Park neighborhoods"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""1"", ""trust_image"": ""4""}","2025-06-24 13:05:43.729511"
